total.credit.card.limit,avg.percentage_credit_card_limit_used_last_year,saving.amount,checking.amount,yearly.salary,age,dependent.number,loan.repaid
1500,0.59,258,3535,25700,27,1,Yes
7800,0.59,1669,7192,30000,45,8,Yes
2200,0.59,750,1092,19100,43,1,No
5200,0.59,3743,5718,19400,70,1,Yes
4600,0.59,2513,3496,28300,47,2,Yes
2300,0.59,1650,4378,53600,47,5,Yes
7500,0.59,2395,3081,53900,73,0,Yes
7000,0.59,3587,6799,27400,35,5,Yes
2600,0.59,3733,5209,13400,26,7,Yes
3700,0.59,1327,4441,41000,46,8,Yes
4800,0.59,574,4216,17900,37,2,Yes
3300,0.59,1338,3619,34700,39,8,No
4000,0.59,2193,4973,34900,62,1,Yes
9500,0.59,4202,5867,14700,35,2,Yes
5700,0.59,1659,2061,33100,50,2,Yes
2300,0.59,878,2133,32600,27,2,No
2000,0.59,2445,5042,4700,45,3,Yes
5400,0.59,4428,5817,11000,55,1,Yes
9000,0.59,2552,4992,0,35,8,Yes
5100,0.59,1612,3899,26700,47,8,Yes
7500,0.59,3528,5851,21200,61,2,Yes
4600,0.59,7764,802,56200,46,4,Yes
5100,0.59,1395,1757,17900,61,7,No
2800,0.59,1886,6110,40000,31,8,Yes
4500,0.59,31,3628,10000,27,3,Yes
7400,0.59,1051,3716,14600,30,4,No
1500,0.59,792,1695,27700,59,1,No
5700,0.59,1756,2234,0,41,5,No
6100,0.59,1835,1962,35300,43,1,Yes
4100,0.59,572,4265,51500,27,8,Yes
8000,0.59,6231,4149,54700,43,1,Yes
7400,0.59,1955,3407,9700,52,4,No
2800,0.59,995,383,39800,31,5,No
1400,0.59,1342,4654,30100,45,8,No
3900,0.59,3594,8053,26100,58,8,Yes
5200,0.59,5483,2222,21800,55,3,Yes
3900,0.59,836,568,24200,19,3,No
6400,0.59,914,2729,0,37,8,No
6500,0.59,1702,5658,54100,27,3,Yes
1800,0.59,4478,2977,12100,33,1,Yes
6700,0.59,2808,11290,15200,24,6,Yes
4800,0.59,3384,6686,0,37,0,Yes
9300,0.59,3648,2365,4300,51,1,Yes
1400,0.59,979,2093,23100,21,8,No
2600,0.59,5299,5054,23300,21,2,Yes
5000,0.59,1455,1461,8900,50,2,Yes
1900,0.59,2199,3914,30100,49,5,Yes
1800,0.59,1781,2087,61000,45,4,Yes
5500,0.59,2474,3098,46600,50,1,Yes
3600,0.59,1117,780,0,37,3,No
5500,0.59,2649,2965,19500,62,3,Yes
7700,0.59,3978,6467,15600,19,4,Yes
3300,0.59,921,1165,27800,49,4,No
7400,0.59,2585,4818,33000,62,7,Yes
7600,0.59,250,3512,52200,70,2,Yes
4500,0.59,1233,2108,34400,41,2,No
4500,0.59,1367,5189,31400,42,1,Yes
4400,0.59,856,1027,32500,50,5,No
2700,0.59,970,2252,0,30,8,No
4600,0.59,550,2385,22600,25,8,No
6800,0.59,177,4886,51100,47,5,Yes
4900,0.59,3951,4069,43100,45,6,Yes
2700,0.59,1986,1048,29400,19,4,Yes
6800,0.59,2411,4904,53100,49,1,Yes
2000,0.59,2639,1324,67900,25,0,Yes
4600,0.59,2587,5421,48200,23,2,Yes
5400,0.59,2443,962,45700,37,2,Yes
5500,0.59,1154,2731,9300,51,2,Yes
5100,0.59,1748,2077,36500,41,1,Yes
6600,0.59,374,803,34200,56,2,Yes
5800,0.59,852,6925,42100,31,8,Yes
7900,0.59,4084,4143,47500,25,4,Yes
5400,0.59,3236,4443,16100,40,1,Yes
6800,0.59,886,138,13800,40,8,No
7600,0.59,2655,834,32000,25,1,Yes
3300,0.59,699,1371,16900,29,2,No
1400,0.59,693,1949,24600,37,8,No
4400,0.59,814,6616,29200,22,8,Yes
2700,0.59,2596,1476,6300,28,1,Yes
3600,0.59,2443,5338,71700,51,2,Yes
3400,0.59,2556,7818,37400,49,1,Yes
3300,0.59,1318,2318,0,39,1,No
3300,0.59,1668,6182,58300,38,5,Yes
3700,0.59,2520,2410,2800,20,3,Yes
7400,0.59,5304,6727,36800,59,7,Yes
6500,0.59,8,2574,29000,46,3,Yes
4400,0.59,2953,3324,29000,33,1,Yes
5900,0.59,1783,2804,35000,38,5,Yes
6700,0.59,612,3605,67400,26,2,Yes
6100,0.59,3417,5391,29600,58,4,Yes
4500,0.59,2828,4632,26000,45,8,Yes
2500,0.59,3494,4198,12400,37,4,Yes
5800,0.59,2327,2578,18300,36,1,Yes
6200,0.59,5104,3112,24500,30,1,Yes
3700,0.59,3489,4200,46900,43,2,Yes
4900,0.59,1607,2259,24500,22,5,Yes
3900,0.59,618,2061,0,28,8,No
4600,0.59,1407,1382,13100,58,1,No
8700,0.59,3041,4510,45300,52,2,Yes
6200,0.59,1192,6366,35100,38,0,Yes
3200,0.59,2454,3586,26800,36,4,Yes
6800,0.59,132,1205,37100,75,0,Yes
1900,0.59,1399,3036,12000,52,8,No
5200,0.59,2122,4932,40400,59,2,Yes
5800,0.59,1248,3748,36800,47,8,Yes
1400,0.59,3971,5345,24700,39,8,Yes
4400,0.59,5959,6011,42500,31,8,Yes
1900,0.59,856,1817,20300,20,5,No
7400,0.59,3577,5278,42700,53,6,Yes
3500,0.59,2154,3400,13500,48,5,No
7000,0.59,2004,1463,20300,44,1,Yes
4600,0.59,1620,3758,41000,30,8,Yes
7500,0.59,4241,6236,49000,38,5,Yes
7100,0.59,1825,5332,27400,53,8,Yes
3900,0.59,2290,2879,27900,49,5,Yes
2000,0.59,968,1718,24800,25,4,No
6100,0.59,4586,1047,57400,41,1,Yes
3400,0.59,4224,895,48100,30,4,Yes
6300,0.59,5059,1931,43200,54,2,Yes
6600,0.59,878,1893,35700,56,8,No
2000,0.59,1112,6844,75800,45,2,Yes
3400,0.59,1092,3412,28200,43,4,No
5700,0.59,1627,5819,68700,28,8,Yes
7900,0.59,1751,4861,48100,54,2,Yes
4100,0.59,3306,4474,64100,30,8,Yes
5800,0.59,2333,7013,41600,50,3,Yes
2000,0.59,1319,1513,0,39,5,No
5500,0.59,2087,6780,10900,34,3,Yes
4000,0.59,4603,3243,20400,35,7,Yes
5900,0.59,640,2610,37900,40,4,Yes
1500,0.59,1358,1757,23200,62,3,No
4700,0.59,624,1787,0,28,6,No
4200,0.59,4064,5158,58800,58,8,Yes
4600,0.59,1360,1861,21800,45,2,Yes
5600,0.59,1839,1830,41900,34,8,No
4600,0.59,1957,3855,28500,34,1,Yes
4600,0.59,2156,521,23100,42,8,No
2500,0.59,16,3417,30600,59,3,No
5400,0.59,2202,5035,25600,35,3,Yes
3800,0.59,1888,6575,44500,66,1,Yes
3800,0.59,4237,5209,35900,27,4,Yes
7800,0.59,2967,2671,35300,26,8,Yes
6500,0.59,1959,3100,26400,71,0,Yes
3500,0.59,305,6304,21100,39,1,Yes
2700,0.59,1371,2005,17200,54,1,No
6500,0.59,3932,2482,52900,33,1,Yes
5700,0.59,3074,5444,47700,26,7,Yes
3800,0.59,1097,3594,13400,33,5,Yes
3500,0.59,2448,6017,24600,40,3,Yes
2000,0.59,4273,3238,37400,25,4,Yes
5900,0.59,282,1074,26200,53,6,No
4100,0.59,806,5831,23700,54,3,Yes
5100,0.59,3031,5722,31300,27,4,Yes
5300,0.59,1093,1170,25800,60,3,Yes
4300,0.59,569,1883,7600,34,8,No
4800,0.59,218,2633,19600,57,2,No
5200,0.59,1128,3953,27700,32,8,Yes
7900,0.59,5229,1898,47100,34,8,Yes
6600,0.59,1699,3591,7900,53,6,Yes
4100,0.59,1080,5047,22500,51,4,Yes
5000,0.59,1912,5852,50700,49,6,Yes
4800,0.59,1037,1638,41800,30,3,Yes
2400,0.59,1030,1753,27200,24,4,No
6700,0.59,1475,6344,10800,22,1,Yes
2200,0.59,2615,4447,14100,43,0,Yes
4500,0.59,611,5419,47000,73,8,Yes
7200,0.59,2340,1131,6200,49,3,Yes
2000,0.59,341,975,23800,39,1,No
3900,0.59,3222,1028,39400,43,1,Yes
5600,0.59,1267,1433,34700,48,4,No
1100,0.59,1578,2009,13700,55,8,No
900,0.59,1662,3660,9400,36,0,No
5100,0.59,3567,5409,26300,43,2,Yes
5600,0.59,944,2758,35700,64,3,Yes
2200,0.59,2784,8027,37000,49,8,Yes
5800,0.59,4167,4459,67500,40,1,Yes
3600,0.59,847,2803,10200,58,5,No
2000,0.59,1251,1474,30400,35,5,No
4100,0.59,1526,2623,15900,31,8,No
4200,0.59,1047,1907,29300,34,4,Yes
6200,0.59,2305,856,35900,30,1,Yes
4900,0.59,702,8342,24700,48,8,Yes
2100,0.59,2240,3909,20300,43,1,Yes
2100,0.59,2663,9499,41700,42,8,Yes
2700,0.59,2155,5338,63900,42,3,Yes
2400,0.59,964,2039,21100,33,2,No
8200,0.59,1823,5916,37100,55,6,Yes
5300,0.59,8748,2808,16400,41,1,Yes
5500,0.59,2725,7836,35100,24,1,Yes
8900,0.59,1055,3139,0,48,1,No
2500,0.59,1661,2633,0,73,2,No
4400,0.59,2078,1918,43100,24,1,Yes
5500,0.59,2202,5226,44100,23,4,Yes
4800,0.59,2387,4730,53100,44,6,Yes
2000,0.59,1872,2983,33200,57,6,Yes
1900,0.59,615,2642,16300,52,7,No
3700,0.59,64,2657,24300,23,2,No
3200,0.59,2513,4005,43600,46,1,Yes
5000,0.59,3449,5744,50900,34,7,Yes
6600,0.59,1703,3548,38800,34,2,Yes
5900,0.59,125,4104,48100,36,2,Yes
4300,0.59,1268,2328,0,18,8,No
8000,0.59,457,3371,57100,60,3,Yes
6100,0.59,1485,4672,41600,31,2,Yes
5200,0.59,1125,2207,26200,27,2,Yes
3800,0.59,714,6313,52800,56,2,Yes
2700,0.59,1189,2109,0,29,3,No
5400,0.59,5213,4969,60700,39,1,Yes
5000,0.59,4673,9074,37800,58,5,Yes
7700,0.59,1873,7936,25400,35,3,Yes
4700,0.59,2273,5038,22800,29,7,Yes
4800,0.59,3293,811,24000,20,1,Yes
4900,0.59,705,1923,38200,35,1,Yes
6700,0.59,472,7516,30400,62,1,Yes
6300,0.59,2112,5061,0,66,4,Yes
4000,0.59,1072,889,31900,50,2,No
4100,0.59,771,3440,0,48,4,No
2000,0.59,1537,2383,0,30,7,No
5800,0.59,1163,2217,30300,40,2,No
1200,0.59,242,3735,27600,26,8,No
6800,0.59,6301,7943,42200,42,8,Yes
6300,0.59,593,6921,60300,33,2,Yes
7200,0.59,3779,5270,13400,27,1,Yes
3200,0.59,1626,4043,39300,27,3,Yes
2100,0.59,1406,2046,34000,50,1,No
3300,0.59,3520,4633,30800,33,1,Yes
3400,0.59,2906,3083,64000,34,4,Yes
3800,0.59,5805,11600,35800,58,3,Yes
4300,0.59,2764,5265,7700,71,1,Yes
2700,0.59,770,10067,29000,41,1,Yes
6500,0.59,2928,4376,25000,41,4,Yes
4000,0.59,5987,8530,26300,27,8,Yes
2800,0.59,2944,2199,47000,64,2,Yes
5000,0.59,2678,2757,30700,67,8,Yes
2400,0.59,996,790,0,64,1,No
3900,0.59,942,2508,38400,35,4,No
5500,0.59,3812,3455,12400,65,1,Yes
6200,0.59,1659,2733,5100,48,8,No
5800,0.59,1563,5596,46300,52,8,Yes
5300,0.59,412,2904,37300,53,1,No
3500,0.59,1967,3051,12500,27,5,Yes
4300,0.59,1205,2169,34200,27,8,No
4400,0.59,1695,6151,29600,26,2,Yes
5600,0.59,1179,849,19900,29,4,No
5000,0.59,654,5558,34800,35,2,Yes
3000,0.59,4649,4959,26900,45,1,Yes
2500,0.59,1154,1242,41500,71,8,No
6300,0.59,386,3964,40900,38,3,Yes
3500,0.59,2551,5316,42400,65,7,Yes
4300,0.59,1533,2664,23300,22,3,No
6500,0.59,4861,3275,15800,45,2,Yes
3600,0.59,169,2934,31800,52,3,No
8400,0.59,2277,5083,33600,43,2,Yes
3400,0.59,3218,7329,22900,18,5,Yes
4100,0.59,6273,5022,31000,43,1,Yes
4900,0.59,1662,1902,44500,25,1,Yes
7700,0.59,1348,2627,40300,54,8,Yes
7800,0.59,7764,4357,19000,46,2,Yes
3300,0.59,2587,3881,29200,31,0,Yes
8700,0.59,2422,1765,39600,43,1,Yes
6300,0.59,2443,3991,25000,38,3,Yes
2100,0.59,2484,1554,21000,57,2,Yes
2500,0.59,2535,909,25700,38,1,Yes
5600,0.59,1543,3854,13100,42,3,Yes
5800,0.59,216,5413,8000,51,1,Yes
4100,0.59,802,3482,15900,54,8,No
4800,0.59,1748,7192,35100,49,2,Yes
4300,0.59,1382,1163,51000,18,5,Yes
1700,0.59,600,1537,17500,48,4,No
7400,0.59,5493,1889,42700,48,8,Yes
8200,0.59,657,5930,55300,36,6,Yes
6000,0.59,1522,5145,25200,44,0,Yes
4000,0.59,6162,5310,40500,57,3,Yes
2300,0.59,3587,8071,65200,31,1,Yes
2500,0.59,428,5181,0,48,1,Yes
5200,0.59,625,5995,43100,69,1,Yes
4100,0.59,833,1782,5900,44,8,No
4100,0.59,1943,3500,14900,25,8,No
7500,0.59,5568,3187,27600,22,8,Yes
4900,0.59,832,3777,19200,48,0,No
4700,0.59,1665,5727,60000,19,2,Yes
4100,0.59,2408,4690,25500,24,8,Yes
3000,0.59,189,990,24500,24,2,No
4800,0.59,4430,4559,27200,46,1,Yes
5600,0.59,665,1856,37000,33,6,No
6700,0.59,1541,4902,36300,34,1,Yes
3300,0.59,496,3963,37300,55,1,Yes
2000,0.59,2396,2957,49800,58,7,Yes
2800,0.59,2733,6877,18100,19,0,Yes
1300,0.59,587,2397,4400,33,8,No
2700,0.59,1761,2176,17600,32,1,No
4800,0.59,5714,7166,23400,40,1,Yes
4400,0.59,353,3805,12700,74,1,Yes
4600,0.59,758,1102,46400,25,4,No
5500,0.59,3997,4675,27300,66,0,Yes
4300,0.59,2258,5164,70000,30,2,Yes
700,0.59,1130,2111,22600,48,8,No
5100,0.59,903,1580,23600,33,3,No
3800,0.59,2547,3743,0,48,4,Yes
6600,0.59,1676,3157,28100,45,2,Yes
3000,0.59,2534,2163,21200,27,6,No
3300,0.59,893,2112,1900,52,3,Yes
4600,0.59,1147,6790,45400,49,8,Yes
5000,0.59,1343,1569,13700,40,4,Yes
1600,0.59,1774,5974,31200,51,4,Yes
1800,0.59,642,6249,24300,60,3,Yes
4200,0.59,119,515,26500,32,7,Yes
3100,0.59,1696,2672,15200,68,2,No
5700,0.59,3152,3214,30400,40,2,Yes
4600,0.59,359,3061,7600,60,8,Yes
900,0.59,562,707,24400,27,7,No
5000,0.59,5233,1936,60400,24,6,Yes
3600,0.59,265,3900,50100,29,6,Yes
3900,0.59,3438,4492,29000,31,2,Yes
5500,0.59,1819,5418,28600,52,1,Yes
5700,0.59,4573,3979,33700,42,8,Yes
4500,0.59,932,2546,42800,44,1,No
5800,0.59,4794,6126,37700,47,1,Yes
2100,0.59,1501,892,31500,35,3,No
6300,0.59,3832,5140,48700,44,2,Yes
5300,0.59,934,6850,38700,18,8,Yes
3800,0.59,1298,4549,36300,42,2,Yes
600,0.59,885,2070,41000,54,4,No
5400,0.59,3035,1913,52900,41,4,Yes
1500,0.59,1218,168,22800,45,4,Yes
4700,0.59,249,1211,22500,64,8,No
5600,0.59,3345,1673,37300,43,8,Yes
6500,0.59,278,2172,59900,32,4,Yes
6100,0.59,1955,5890,31300,26,3,Yes
4700,0.59,701,3586,12000,50,2,No
5000,0.59,1533,2080,13700,26,2,Yes
5900,0.59,6043,6517,0,43,1,Yes
6400,0.59,829,7145,15800,50,1,Yes
6500,0.59,525,3219,31700,24,1,Yes
8100,0.59,5480,1076,68500,31,8,Yes
3000,0.59,3857,4134,33900,39,2,Yes
3100,0.59,1980,3643,28700,40,8,Yes
3000,0.59,1626,6404,41100,34,2,Yes
6800,0.59,804,3503,28000,32,1,Yes
3300,0.59,1371,2546,34800,39,8,No
7300,0.59,3435,6789,26700,32,1,Yes
4500,0.59,1108,3621,25800,45,5,No
3700,0.59,5034,3089,24500,22,2,Yes
5100,0.59,1170,5984,24000,52,2,Yes
4000,0.59,2004,8434,29800,53,7,Yes
4900,0.59,3969,4565,40800,70,1,Yes
5000,0.59,2486,4025,53700,37,3,Yes
7800,0.59,2096,1327,42300,58,5,Yes
5900,0.59,1716,2391,53700,20,3,Yes
4900,0.59,2169,2640,20500,59,8,Yes
7800,0.59,302,7490,42400,22,1,Yes
5500,0.59,988,4744,41100,55,1,Yes
1900,0.59,1390,2420,26100,54,8,No
5200,0.59,831,3803,41100,78,4,No
7800,0.59,3347,2783,42900,29,6,Yes
3900,0.59,451,2729,24900,19,1,Yes
4400,0.59,2683,7981,26000,53,3,Yes
8600,0.59,5722,3435,35200,41,1,Yes
2800,0.59,684,3418,0,34,3,Yes
6600,0.59,265,1478,28500,54,7,Yes
2000,0.59,2856,2251,12400,54,1,Yes
2500,0.59,613,1981,23200,55,8,No
3900,0.59,1959,2257,30200,61,1,No
1000,0.59,93,6294,31600,38,1,Yes
6200,0.58,4783,3440,27700,30,0,Yes
4000,0.58,1547,1575,25600,43,8,No
5200,0.58,2969,3709,34100,54,0,Yes
1100,0.58,1038,1657,16400,54,0,No
4100,0.58,1518,6421,39800,58,6,Yes
3200,0.58,979,2274,42300,60,3,No
4800,0.58,1954,1735,15900,25,3,Yes
3200,0.58,1785,3512,40600,25,8,Yes
9000,0.58,6573,5456,48700,30,1,Yes
6000,0.58,2687,8058,60700,39,3,Yes
5000,0.58,2724,4258,49400,42,0,Yes
6900,0.58,989,3314,23900,27,2,Yes
3900,0.58,3512,5777,34700,36,1,Yes
4500,0.58,399,1708,34500,44,0,No
4000,0.58,660,2094,46200,29,3,Yes
7800,0.58,473,7710,26800,41,7,Yes
3000,0.58,2465,5192,0,55,4,Yes
3700,0.58,2797,2365,46200,57,4,Yes
5500,0.58,4325,1954,29900,32,6,Yes
9100,0.58,4334,1125,22100,52,7,Yes
3500,0.58,1782,1581,46900,29,5,No
3200,0.58,572,2451,20200,61,8,No
3300,0.58,824,5842,28100,24,3,Yes
4600,0.58,4839,2833,42500,38,2,Yes
3700,0.58,2996,3395,22700,31,3,Yes
5700,0.58,7470,6059,10500,48,4,Yes
2500,0.58,1935,3863,34200,43,6,No
4500,0.58,898,1721,8100,47,2,Yes
5600,0.58,340,4206,39900,52,4,Yes
6300,0.58,837,4430,41600,35,0,Yes
4700,0.58,1179,611,12100,59,2,No
6900,0.58,3385,500,39800,56,4,Yes
2000,0.58,475,1200,26400,39,2,No
8900,0.58,4540,1325,61800,46,4,Yes
6800,0.58,3578,4940,34700,24,3,Yes
3000,0.58,845,3489,23800,27,2,Yes
3100,0.58,315,5902,24700,53,4,Yes
6600,0.58,1729,4778,26000,24,3,Yes
5000,0.58,253,1032,18900,45,8,No
3600,0.58,5173,5373,22000,37,4,Yes
5600,0.58,4004,5351,48300,36,8,Yes
4900,0.58,2876,837,48600,41,1,Yes
5700,0.58,2705,5320,34900,77,3,Yes
4400,0.58,362,8998,37500,54,8,Yes
6900,0.58,1478,1388,13000,40,3,Yes
4500,0.58,4677,4031,36300,44,4,Yes
4000,0.58,1626,6933,35300,41,3,Yes
1500,0.58,1008,2161,0,36,2,No
6400,0.58,5040,1080,40500,43,4,Yes
6500,0.58,1450,2448,25100,41,8,Yes
4700,0.58,3708,2646,35000,39,5,Yes
3300,0.58,1023,1221,20000,40,1,No
1400,0.58,1171,3632,0,48,6,No
3900,0.58,4693,3348,33500,35,1,Yes
3600,0.58,5320,5812,55800,66,0,Yes
4000,0.58,2955,4184,56100,75,8,Yes
4900,0.58,1304,5708,63700,23,0,Yes
7400,0.58,1484,960,52100,18,1,Yes
8900,0.58,3061,5522,33000,31,1,Yes
4600,0.58,3513,7135,54100,32,8,Yes
4800,0.58,3267,1453,31400,44,1,Yes
7900,0.58,1103,6226,0,41,0,Yes
4300,0.58,2589,1814,0,41,4,Yes
5700,0.58,2442,3427,38900,36,6,Yes
3300,0.58,3199,3335,33100,26,4,Yes
4500,0.58,667,2529,32700,50,4,Yes
4700,0.58,1099,1944,46700,49,7,No
5900,0.58,1293,2831,0,50,2,Yes
5400,0.58,1074,2595,18700,51,4,No
4700,0.58,2180,3133,13800,38,2,Yes
6500,0.58,3591,3378,52200,31,2,Yes
7900,0.58,973,4667,32000,63,0,Yes
10300,0.58,1447,4659,37700,36,3,Yes
2700,0.58,927,2070,40400,65,8,No
4200,0.58,570,3027,24300,45,7,No
2900,0.58,928,1556,0,70,8,No
7300,0.58,1544,6935,12600,36,1,Yes
2800,0.58,1402,1300,0,38,2,No
7800,0.58,2368,4015,48600,40,4,Yes
2400,0.58,3864,2266,0,31,0,Yes
3200,0.58,1663,2727,31400,48,4,No
2400,0.58,3096,7123,37800,37,2,Yes
6100,0.58,880,3941,13500,19,3,Yes
3700,0.58,838,2795,27100,43,8,No
5300,0.58,3421,6348,0,21,8,Yes
4800,0.58,608,4062,4300,33,3,Yes
1500,0.58,2164,1023,26700,37,3,No
7000,0.58,4863,2176,32300,39,3,Yes
8100,0.58,152,1977,15200,43,1,Yes
1100,0.58,423,4809,26100,45,1,Yes
6500,0.58,5474,4390,47400,33,1,Yes
7200,0.58,1106,1435,29300,32,2,Yes
4500,0.58,3168,8702,46200,33,2,Yes
5100,0.58,5849,3822,37200,62,3,Yes
2100,0.58,2086,1371,14700,25,1,Yes
4900,0.58,2143,1613,44600,31,8,Yes
5000,0.58,1233,4453,28000,38,5,No
7400,0.58,3328,2895,50800,36,1,Yes
4000,0.58,237,6151,47400,38,1,Yes
3400,0.58,614,1994,21100,32,4,No
3500,0.58,2225,538,0,73,8,No
4000,0.58,198,6004,13300,42,2,Yes
3400,0.58,1063,2016,43100,32,1,Yes
9400,0.58,6450,5028,45200,25,7,Yes
6300,0.58,1910,5133,36600,59,7,Yes
4200,0.58,2978,9769,49100,31,1,Yes
7500,0.58,1920,6928,44600,34,1,Yes
8300,0.58,4499,2633,35200,42,2,Yes
4700,0.58,1919,965,20300,46,5,No
2500,0.58,3382,2674,35300,39,3,Yes
6600,0.58,5295,4421,26500,55,2,Yes
3100,0.58,1975,3746,44500,18,1,No
2800,0.58,623,1731,0,44,1,No
8200,0.58,4743,1212,0,45,1,Yes
5600,0.58,1676,4161,41900,39,8,Yes
5000,0.58,3112,2048,34500,27,4,Yes
4500,0.58,1719,330,65500,58,6,Yes
5200,0.58,1052,4649,27900,26,8,Yes
4300,0.58,3362,3844,41600,28,0,Yes
8400,0.58,1172,1588,21300,42,1,No
4500,0.58,85,2361,13900,41,1,No
4100,0.58,1225,1036,41900,31,8,No
2800,0.58,3150,5743,37200,44,8,Yes
4800,0.58,428,4819,44300,31,1,Yes
5800,0.58,4278,2213,28100,23,5,Yes
7700,0.58,6645,5154,23600,33,2,Yes
500,0.58,857,610,29500,46,3,No
5800,0.58,1826,3326,20500,19,1,Yes
2600,0.58,2743,3865,65100,52,6,Yes
6000,0.58,3654,107,44100,45,2,Yes
3200,0.58,1225,2862,14000,49,7,No
6200,0.58,5316,3168,32700,36,1,Yes
7600,0.58,3127,766,22600,47,2,Yes
8800,0.58,1667,2268,32000,28,8,Yes
3200,0.58,324,4520,17800,61,3,Yes
5100,0.58,4950,2831,32200,26,6,Yes
3400,0.58,3469,8049,21300,24,8,Yes
8700,0.58,1505,5384,16700,35,1,Yes
4400,0.58,865,290,6000,34,2,No
5600,0.58,3139,2990,27100,32,3,Yes
2500,0.58,2996,4944,4900,40,1,Yes
2800,0.58,1529,5790,34500,56,3,Yes
4300,0.58,2542,7182,35600,39,2,Yes
4300,0.58,3994,1378,42800,45,3,Yes
8300,0.58,1694,3445,26700,46,6,Yes
6100,0.58,2716,661,25400,42,1,Yes
8600,0.58,2508,8970,59100,55,2,Yes
500,0.58,1280,711,19400,45,5,No
4500,0.58,1605,3754,41300,28,1,Yes
4500,0.58,4850,5374,46500,37,3,Yes
3900,0.58,3055,3052,34600,25,8,Yes
2200,0.58,1546,5503,39300,68,2,Yes
3700,0.58,1769,4439,0,19,1,Yes
3900,0.58,600,2054,35200,46,1,No
4300,0.58,5399,3743,35200,69,2,Yes
4900,0.58,1213,1903,0,66,2,No
4800,0.58,912,2240,15400,56,5,No
9100,0.58,1022,3145,33500,62,1,Yes
3100,0.58,1202,2797,29300,28,5,No
4100,0.58,916,2151,0,31,1,No
5100,0.58,2690,5349,34300,50,1,Yes
5800,0.58,2793,2936,11700,52,4,Yes
4300,0.58,1205,965,35300,20,2,No
6300,0.58,755,2796,34200,36,8,Yes
5900,0.58,2764,2971,51200,61,3,Yes
4900,0.58,3582,7896,62400,35,1,Yes
1200,0.58,2500,6280,40500,31,5,Yes
4800,0.58,1821,718,16300,28,1,Yes
5200,0.58,2097,5413,28600,54,1,Yes
1300,0.58,4864,5142,24900,32,2,Yes
7600,0.58,1645,2192,24700,30,2,Yes
5800,0.58,624,1636,0,31,8,No
5700,0.58,1236,7070,27000,31,1,Yes
4600,0.58,5540,5885,42600,29,7,Yes
3500,0.58,4521,7036,40600,45,7,Yes
3700,0.58,2837,738,38800,54,2,Yes
3400,0.58,2324,2627,0,31,2,Yes
9400,0.58,429,6452,13000,38,0,Yes
2400,0.58,2358,3123,19800,29,2,Yes
4700,0.58,4930,4922,21400,47,0,Yes
5400,0.58,5582,5667,50200,46,7,Yes
2600,0.58,2871,4891,61500,72,3,Yes
5900,0.58,4399,4826,41200,36,2,Yes
2800,0.58,1133,598,22000,34,3,No
8300,0.58,779,7507,5600,44,3,Yes
5400,0.58,228,10408,48700,60,8,Yes
2800,0.58,1966,4287,12000,34,3,Yes
5700,0.58,1899,4498,18900,58,3,Yes
4400,0.58,1820,8371,19400,69,2,Yes
3800,0.58,1209,1837,0,27,8,No
9500,0.58,5624,6069,8100,24,0,Yes
5200,0.58,1298,1800,31100,25,3,Yes
4000,0.58,3124,6489,30600,30,1,Yes
7400,0.58,2269,3221,35600,57,3,Yes
5800,0.58,946,4799,40000,30,3,Yes
3100,0.58,1200,698,0,46,3,No
3700,0.58,2251,4242,43400,61,1,Yes
1100,0.58,5946,5395,35200,32,2,Yes
6200,0.58,2723,4606,35700,54,1,Yes
1600,0.58,1624,627,21700,18,2,No
1300,0.58,516,3909,6100,48,1,Yes
8200,0.58,4634,7238,58600,49,3,Yes
4400,0.58,3990,6793,62900,19,1,Yes
3700,0.58,3455,2781,67500,26,4,Yes
5100,0.58,947,938,25800,49,8,No
2400,0.58,562,1020,0,35,5,No
5300,0.58,2055,1143,22300,50,3,Yes
5300,0.58,2972,5411,40200,44,5,Yes
6200,0.58,1754,4269,45400,58,1,Yes
3000,0.58,36,2237,0,54,2,No
4300,0.58,678,7630,42300,43,2,Yes
3800,0.58,880,2989,0,53,8,No
6700,0.58,2356,6134,41100,37,8,Yes
2800,0.58,4645,5621,36000,62,1,Yes
2300,0.58,1276,2139,14500,38,3,No
8500,0.58,1983,5916,44300,60,8,Yes
4000,0.58,1697,2820,42500,35,3,Yes
5000,0.58,2594,510,23800,24,1,Yes
2500,0.58,4861,5206,22400,42,2,Yes
4600,0.58,1849,3825,57700,51,6,Yes
3100,0.58,5073,2824,42700,59,7,Yes
3600,0.58,1076,2638,27700,34,2,No
6200,0.58,1085,923,42100,42,1,Yes
6700,0.58,1654,1583,37900,50,2,Yes
2700,0.58,1947,881,51900,25,4,Yes
5100,0.58,1721,1047,27500,43,1,No
6400,0.58,485,3738,23900,38,2,Yes
7200,0.58,1311,2350,35200,64,2,No
2800,0.58,907,2294,38000,34,5,No
5400,0.58,3799,4721,15000,75,2,Yes
2700,0.58,2229,7043,22400,31,2,Yes
3200,0.58,1495,1965,24100,51,1,Yes
5700,0.58,940,2049,34300,38,5,Yes
4700,0.58,3400,3733,0,64,4,Yes
1900,0.58,2886,1596,58200,52,1,Yes
4500,0.58,299,2648,3000,39,6,Yes
2900,0.58,798,635,31500,39,2,Yes
9000,0.58,3566,5510,37300,26,1,Yes
3300,0.58,2110,3130,30000,31,8,Yes
